,addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
845,인천광역시 연수구 테크노파크로 180,(송도동),2,0,A02,A0201,A02010600,2767851,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/02/2781402_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2781402_image2_1.jpg,126.6389152,37.3909075,6,2.02212E+13,8,,송도 한옥마을,22004
846,인천광역시 연수구 능허대로151번길 25,(옥련동),2,,A05,A0502,A05020100,603243,39,2.00808E+13,http://tong.visitkorea.or.kr/cms/resource/77/1884977_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1884977_image3_1.jpg,126.6469553,37.4217374,6,2.02212E+13,8,032-831-0010,송도갈매기,21946
847,인천광역시 서구 백범로 872,,2,,A05,A0502,A05020100,2652751,39,2.02004E+13,http://tong.visitkorea.or.kr/cms/resource/90/2660590_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2660590_image2_1.jpg,45598437,0,6,2.02204E+13,7,0507-1305-0552,송도갈매기 송림,22840
848,인천광역시 연수구 능허대로 236,(옥련동),2,,A03,A0302,A03020700,2767803,28,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/89/2781389_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2781389_image2_1.jpg,126.6505857,37.41493547,6,2.0221E+13,8,,송도골프클럽,21960
849,인천광역시 연수구 센트럴로 194,"(송도동,더샵 센트럴파크2)",2,,A05,A0502,A05020200,601443,39,2.00808E+13,http://tong.visitkorea.or.kr/cms/resource/72/1924472_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1924472_image3_1.jpg,126.6404205,37.39517926,6,2.02207E+13,8,032-888-8525,송도국제경양식,22003
850,인천광역시 연수구 센트럴로 350 달빛축제공원,,2,,A02,A0207,A02070200,1365676,15,2.01108E+13,http://tong.visitkorea.or.kr/cms/resource/77/2607177_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2607177_image2_1.jpg,126.6305767,37.40525291,6,2.02212E+13,8,032-830-1000,송도맥주축제,22005
851,인천광역시 연수구 인천타워대로 257,(송도동),2,,A05,A0502,A05020100,2782705,39,2.02111E+13,,,126.6332379,37.39385706,6,2.0221E+13,8,,송도명동칼국수 아트포레점,22008
852,인천광역시 연수구 송도미래로 9 비알씨(주) 연구소,3동 313호,2,,A05,A0502,A05020100,2906376,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/65/2906365_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2906365_image3_1.jpg,126.6470595,37.37015728,6,2.02212E+13,8,,송도명품 삼계탕,21988
853,인천광역시 연수구 송도동 24-5,,2,0,A01,A0101,A01011400,2768205,12,2.02111E+13,,,126.6397123,37.39233791,6,2.02212E+13,8,,송도센트럴공원 수상택시선착장,
854,인천광역시 연수구 인천신항대로892번길 50,(송도동),2,,A03,A0302,A03021700,2734806,28,2.02108E+13,http://tong.visitkorea.or.kr/cms/resource/73/2735973_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/73/2735973_image2_1.JPG,126.6194569,37.35393923,6,2.02211E+13,8,,송도스포츠캠핑장,21992
855,인천광역시 연수구 송도미래로 30 송도 BRC 스마트밸리 지식산업센터,,2,,A05,A0502,A05020100,2906388,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/82/2906382_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2906382_image3_1.jpg,126.6481178,37.36817975,6,2.02211E+13,8,,송도아구명가,21990
856,인천광역시 연수구 청량로97번길 56,(옥련동),2,,A05,A0502,A05020900,2782715,39,2.02111E+13,,,126.6534854,37.41547713,6,2.02212E+13,8,,송도아트리움,21945
857,인천광역시 연수구 청량로 68,,2,,A05,A0502,A05020100,2907390,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/52/2906952_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2906952_image3_1.jpg,126.658435,37.41488006,6,2.02212E+13,8,,송도양평해장국,21943
858,인천광역시 연수구 능허대로 208,,2,,A05,A0502,A05020100,2854430,39,2.02209E+13,http://tong.visitkorea.or.kr/cms/resource/23/2854423_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2854423_image3_1.jpg,126.6499718,37.41734352,6,2.0221E+13,8,,송도우리갈비,21960
859,인천광역시 연수구 컨벤시아대로 81 드림시티,2층,2,,A05,A0502,A05020100,2852201,39,2.02209E+13,http://tong.visitkorea.or.kr/cms/resource/98/2852198_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2852198_image3_1.jpg,126.650178,37.39499611,6,2.02209E+13,8,,송도조개창고,21995
860,인천광역시 연수구 인천신항대로892번길 40,(송도동),2,,A03,A0302,A03020200,2465135,28,2.01612E+13,http://tong.visitkorea.or.kr/cms/resource/91/2464691_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2464691_image3_1.jpg,126.6185598,37.3514034,6,2.02301E+13,8,,송도종합스포츠센터,21992
861,인천광역시 연수구 청량로79번길 36,(동춘동),2,,A05,A0502,A05020100,2768175,39,2.02111E+13,,,126.6575046,37.41392182,6,2.02212E+13,8,,송도주막,21944
862,인천광역시 연수구 센트럴로 123,(송도동),2,0,A02,A0206,A02060400,742171,14,2.00905E+13,http://tong.visitkorea.or.kr/cms/resource/73/2987673_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2987673_image3_1.jpg,126.6461952,37.38903563,6,2.02305E+13,8,,송도컨벤시아,21998
863,인천광역시 연수구 컨벤시아대로 160,(송도동),2,,A03,A0301,A03010200,2768126,28,2.02111E+13,,,126.6435981,37.39039931,6,2.02212E+13,8,,송도코마린EASTBOATHOUSE,22004
864,인천광역시 연수구 청량로113번길 15,,2,,A05,A0502,A05020100,2907398,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/60/2906960_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2906960_image3_1.jpg,126.654127,37.41754634,6,2.02211E+13,8,,송도콩나물해장국밥,21945
865,인천광역시 연수구 인권로9번길 9,,2,,B02,B0201,B02010900,1913215,32,2.01404E+13,http://tong.visitkorea.or.kr/cms/resource/12/1926212_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/12/1926212_image2_1.JPG,126.6509106,37.4187767,6,2.02209E+13,8,032-834-5050,송도테마모텔,21946
866,인천광역시 연수구 해돋이로 7,,2,0,A02,A0206,A02060900,2465132,14,2.01612E+13,http://tong.visitkorea.or.kr/cms/resource/20/2464720_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2464720_image3_1.jpg,126.6590274,37.38578345,6,2.02302E+13,8,,송도해돋이도서관,21997
867,인천광역시 연수구 앵고개로103번길 15,(동춘동),2,,A05,A0502,A05020100,2768187,39,2.02111E+13,,,126.6576129,37.41371074,6,2.02212E+13,8,,송돗골,21944
868,인천광역시 동구 새천년로 28,(송림동),2,,A05,A0502,A05020100,2768144,39,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/97/2789597_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2789597_image2_1.jpg,126.6496537,37.4710456,6,2.02301E+13,5,,송림기사식당,22574
869,인천광역시 미추홀구 비류대로55번길 68 송암미술관,,2,0,A02,A0206,A02060500,130076,14,2.00711E+13,http://tong.visitkorea.or.kr/cms/resource/46/1577446_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1577446_image3_1.jpg,126.6412305,37.43461358,6,2.02303E+13,3,,송암미술관,22197
870,인천광역시 남동구 문화서로4번길 61-14,,2,,A05,A0502,A05020100,404049,39,2.00801E+13,http://tong.visitkorea.or.kr/cms/resource/69/401269_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/401269_image3_1.jpg,126.6985555,37.44511892,6,2.02305E+13,4,032-432-6948,송원식당,21568
871,인천광역시 중구 동화마을길 38,,2,0,A02,A0203,A02030100,1938168,12,2.01407E+13,http://tong.visitkorea.or.kr/cms/resource/31/2030731_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2030731_image3_1.jpg,126.6197312,37.47834423,6,2.02305E+13,10,,송월동 동화마을,22311
872,인천광역시 연수구 컨벤시아대로 126,"(송도동,푸르지오월드마크)",2,,A05,A0502,A05020100,2768179,39,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/71/2787871_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2787871_image2_1.jpg,126.6456646,37.39279351,6,2.02207E+13,8,,송쭈집 본점,22003
873,인천광역시 남동구 인주대로 544,,2,,A05,A0502,A05020100,2837069,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/62/2837062_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2837062_image3_1.jpg,126.6970472,37.45004888,6,2.02209E+13,4,,송추가마골 인천구월점,21569
874,인천광역시 동구 솔빛로 51,(송현동),2,0,A02,A0202,A02020700,1114598,12,2.0101E+13,http://tong.visitkorea.or.kr/cms/resource/44/1578844_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1578844_image3_1.jpg,126.6398849,37.47922781,6,2.02207E+13,5,,송현근린공원,22541
875,인천광역시 동구 솔빛로 51,,2,0,A02,A0204,A02040800,2554145,12,2.01807E+13,,,126.6391489,37.47748078,,2.02208E+13,5,,송현배수지 제수변실과 수도국산 달동네박물관,22541
876,인천광역시 동구 송현공원로 75-21,(송현동),2,0,A02,A0201,A02010700,1114621,12,2.0101E+13,,,126.6394266,37.47897228,6,2.02209E+13,5,,송현배수지제수변실,22541
877,인천광역시 연수구 송도과학로16번길 33-4 송도 트리플스트리트,D동 123b호,2,,A05,A0502,A05020100,2906410,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/99/2906399_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2906399_image3_1.jpg,126.662855,37.37871212,6,2.02211E+13,8,,솥고집,21984
878,인천광역시 옹진군 북도면 시도로86번길 291-48,,2,0,A01,A0101,A01011200,264616,12,2.00409E+13,,,126.4317604,37.5443638,6,2.02304E+13,9,,수기해변,23114
879,인천광역시 동구 솔빛로 51,(송현동),2,0,A02,A0206,A02060100,130800,14,2.00604E+13,http://tong.visitkorea.or.kr/cms/resource/32/2030732_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2030732_image3_1.jpg,126.6391489,37.47748078,6,2.02207E+13,5,,수도국산달동네박물관,22541
880,인천광역시 서구 거월로 61,,2,0,A02,A0204,A02040800,1325945,12,2.01107E+13,http://tong.visitkorea.or.kr/cms/resource/38/2676038_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2676038_image2_1.jpg,126.6481593,37.57328924,6,2.02302E+13,7,,수도권매립지 야생화단지 드림파크,22688
881,인천광역시 미추홀구 구월로8번길 36-5,(주안동),2,0,A02,A0201,A02010800,2768186,12,2.02111E+13,,,126.693214,37.45674248,6,2.02211E+13,3,,수도사,22146
882,인천광역시 강화군 강화대로403번길 14,,2,,A05,A0502,A05020100,2891617,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/58/2878058_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2878058_image3_1.jpg,126.4854722,37.74524411,6,2.0221E+13,1,,수라전통육개장,23035
883,인천광역시 남동구 주안로 269,,2,,A05,A0502,A05020100,132953,39,2.00304E+13,http://tong.visitkorea.or.kr/cms/resource/58/1872658_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1872658_image3_1.jpg,126.6997438,37.46365846,6,2.02303E+13,4,032-424-3000,수림공원가든,21506
884,인천광역시 미추홀구 수봉안길 84,,2,0,A02,A0202,A02020700,127544,12,2.00312E+13,http://tong.visitkorea.or.kr/cms/resource/92/1579192_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/1579192_image3_1.jpg,126.6633194,37.45989159,6,2.02212E+13,3,,수봉공원,22166
885,인천광역시 연수구 능허대로167번길 72,(옥련동),2,,A05,A0502,A05020100,2768121,39,2.02111E+13,,,126.6517188,37.42028487,6,2.02301E+13,8,,수연생오리구이,21946
886,인천광역시 계양구 정서진로 1247 귤현프라자,,2,,A05,A0502,A05020900,2873374,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/69/2873369_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2873369_image3_1.jpg,126.740837,37.57296037,6,2.02211E+13,2,,수피아,21017
887,인천광역시 서구 담지로8번길 14,,2,,A05,A0502,A05020100,2877998,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/97/2877997_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2877997_image3_1.jpg,126.661176,37.53085552,6,2.0221E+13,7,,숙성명작,22733
888,인천광역시 미추홀구 경인로88번길 10,,2,,A05,A0502,A05020100,133870,39,2.00308E+13,http://tong.visitkorea.or.kr/cms/resource/48/1872948_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/1872948_image3_1.jpg,126.6521258,37.46539353,6,2.02211E+13,3,032-887-5555,숭의가든,22163
889,인천광역시 강화군 해안남로 309-12,,2,,A05,A0502,A05020900,2872449,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/41/2872441_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2872441_image3_1.jpg,126.5207922,37.60829403,6,2.02211E+13,1,,숲길따라카페,23052
890,인천광역시 연수구 컨벤시아대로 153,,2,,B02,B0201,B02010100,787644,32,2.00908E+13,http://tong.visitkorea.or.kr/cms/resource/70/1867970_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/1867970_image3_1.jpg,126.6454035,37.39028824,6,2.02211E+13,8,032-835-1000,쉐라톤 그랜드 인천 호텔,21998
891,"인천광역시 연수구  인천타워대로 (257, 아트포레)",아트포레 B-110호,2,,A05,A0502,A05020200,2807123,39,2.02202E+13,,,126.6332379,37.39385706,6,2.02205E+13,8,,쉐프버튼,22008
892,인천광역시 부평구 부평대로87번길 4,2층,2,,A05,A0502,A05020300,2875514,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/96/2875496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2875496_image3_1.jpg,126.7216991,37.49936025,6,2.0221E+13,6,,스시애 2호점,21379
893,인천광역시 연수구 센트럴로 123 송도컨벤시아,,2,,A05,A0502,A05020300,2854438,39,2.02209E+13,http://tong.visitkorea.or.kr/cms/resource/35/2854435_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2854435_image3_1.jpg,126.6466173,37.39002441,6,2.02209E+13,8,,스시에반하다,21998
894,인천광역시 연수구 센트럴로 194 더샵 센트럴파크2,C동 109호,2,,A05,A0502,A05020300,2852217,39,2.02209E+13,http://tong.visitkorea.or.kr/cms/resource/14/2852214_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2852214_image3_1.jpg,126.6407011,37.3942377,6,2.02209E+13,8,,스시이와,22003
895,인천광역시 연수구 하모니로 144 송도 지웰 푸르지오시티,A동 112호,2,,A05,A0502,A05020300,2939446,39,2.02212E+13,,,126.6437011,37.38409449,6,2.02303E+13,8,,스시카제,21998
896,인천광역시 서구 청라커낼로233번길 15,,2,,A05,A0502,A05020300,2838724,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/15/2838715_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2838715_image3_1.jpg,126.6431943,37.52925539,6,2.02301E+13,7,,스시카츠,22763
897,"인천광역시 연수구 송도국제대로 123, 1층 155호",,2,,A04,A0401,A04011000,2903846,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/89/2882689_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2882689_image3_1.jpg,126.6579998,37.38280322,6,2.02212E+13,8,,스와로브스키 현대송도,21984
898,인천광역시 중구 을왕로58번길 8,(을왕동),2,,B02,B0201,B02011100,2702315,32,2.02012E+13,,,126.3725712,37.44930438,,2.02207E+13,10,,스위스파크 호스텔,22383
899,인천광역시 연수구 해돋이로 107,"(송도동,송도 더샵 퍼스트월드)",2,,A05,A0502,A05020900,2768118,39,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/85/2787885_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/85/2787885_image2_1.JPG,126.647845,37.39123818,6,2.02212E+13,8,,스이또스이또,21997
900,인천광역시 중구 공항동로 392,(운서동),2,,A03,A0302,A03020700,2778196,28,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/70/2781770_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2781770_image2_1.jpg,126.4693087,37.48462419,6,2.0221E+13,10,,스카이72GC 바다코스,22379
901,인천광역시 중구 영종해안북로847번길 42,"(운서동,스카이72)",2,,A03,A0302,A03020700,2778189,28,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/47/2781747_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2781747_image2_1.jpg,126.4580427,37.49518665,6,2.02212E+13,10,,스카이72GC드림듄스코스,22379
902,인천광역시 중구 공항동로 392,(운서동),2,,A03,A0302,A03020700,2778202,28,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/58/2781758_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2781758_image2_1.jpg,126.4693087,37.48462419,6,2.02302E+13,10,,스카이72GC레이크코스,22379
903,인천광역시 중구 공항동로 392,(운서동),2,,A03,A0302,A03020700,2778178,28,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/76/2781776_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2781776_image2_1.jpg,126.4693087,37.48462419,6,2.02211E+13,10,,스카이72GC하늘코스,22379
904,인천광역시 강화군 삼산면 삼산남로 991,,2,,A02,A0202,A02020200,2792631,28,2.02112E+13,http://tong.visitkorea.or.kr/cms/resource/75/2800275_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2800275_image2_1.jpg,126.3005378,37.69186654,6,2.02211E+13,1,,스카이랜드리조트,23007
905,인천광역시 서구 청라라임로 109,"(청라동,호반베르디움)257동 3001호",2,,B02,B0201,B02011100,2623498,32,2.0191E+13,,,126.6518294,37.53707685,,2.02305E+13,7,,스카이민박,22735
906,인천광역시 중구 영종대로196번길 15-7,(운서동),2,,B02,B0201,B02010100,2783477,32,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/12/2791012_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2791012_image2_1.jpg,126.5008362,37.4913684,6,2.02302E+13,10,,스카이탑호텔,22376
907,인천시 연수구 송도국제대로 123,지하1층스케쳐스,2,,A04,A0401,A04011000,2906146,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/98/2882498_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2882498_image3_1.jpg,126.6579998,37.38280322,6,2.02212E+13,8,,스케쳐스 현대송도,21984
908,인천광역시 부평구 충선로 191,"(부개동,뉴서울아파트)",2,,A03,A0303,A03030400,131363,28,2.00709E+13,http://tong.visitkorea.or.kr/cms/resource/49/1869649_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1869649_image3_1.jpg,126.7359865,37.50642357,6,2.02207E+13,6,080-272-1111,스쿠바몰,21351
909,인천광역시 중구 공항서로 133-1,,2,,A05,A0502,A05020900,2839590,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/76/2839576_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2839576_image3_1.jpg,126.4317189,37.43956766,6,2.02208E+13,10,,스타파이브 카페,22385
910,인천광역시 계양구 다남로143번길 11,,2,,A05,A0502,A05020900,2816982,39,2.02204E+13,,,126.723833,37.57023538,6,2.02205E+13,2,,스테이바이,21015
911,인천광역시 연수구 송도과학로28번길 8 더샵 송도트리플타워 East,1층,2,,A05,A0502,A05020900,2913875,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/47/2913847_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2913847_image3_1.jpg,126.6606774,37.38251442,6,2.02303E+13,8,,스테이블디 에스프레소바,21984
912,인천광역시 강화군 고려산로377번길 31,,2,,A03,A0302,A03021700,2908169,28,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/47/2908147_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/47/2908147_image3_1.JPG,126.4089845,37.75469722,6,2.02302E+13,1,,스톤캠핑장,23016
913,인천광역시 강화군 강화읍 강화대로368번길 6,,2,,A05,A0502,A05020700,2657233,39,2.02005E+13,,,126.4899885,37.74416099,6,2.02209E+13,1,032-934-0229,스트롱파이어,23036
914,인천광역시 강화군 화도면 해안남로 2669,,2,,A03,A0302,A03021700,2792634,28,2.02112E+13,http://tong.visitkorea.or.kr/cms/resource/90/2799490_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/90/2799490_image2_1.JPG,126.373991,37.63594379,6,2.02211E+13,1,,스페인마을 카라반,23060
915,인천광역시 강화군 해안남로 597,,2,,A05,A0502,A05020200,2823377,39,2.02206E+13,,,126.4984501,37.59855866,6,2.02206E+13,1,,슬로우5션,23051
916,인천광역시 옹진군 자월면 승봉리,,2,0,A01,A0101,A01011300,2496314,12,2.01706E+13,http://tong.visitkorea.or.kr/cms/resource/57/2497457_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/57/2497457_image2_1.png,126.308732,37.16654722,6,2.02205E+13,9,,승봉도,23127
917,인천광역시 옹진군 자월면 승봉로116번길,,2,0,A01,A0101,A01011200,125498,12,2.00312E+13,http://tong.visitkorea.or.kr/cms/resource/56/2725156_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2725156_image2_1.jpg,126.3012771,37.16559165,6,2.02207E+13,9,,승봉도 이일레 해변,23127
918,인천광역시 옹진군 자월면 승봉로 19,,2,0,A01,A0101,A01011400,2782190,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/40/2786740_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2786740_image2_1.jpg,126.2919418,37.17004653,6,2.02302E+13,9,,승봉도선착장,23127
919,인천광역시 미추홀구 승학길 58,(주안동),2,0,A02,A0202,A02020700,2767546,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/86/2780986_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/86/2780986_image2_1.png,126.680785,37.44221061,6,2.0221E+13,3,,승학체육공원,22231
920,인천광역시 중구 우현로35번길 8,,2,,A05,A0502,A05020100,1985766,39,2.01501E+13,,,126.6268613,37.47061747,6,2.02212E+13,10,032-777-0878,시골쌈밥,22322
921,인천광역시 미추홀구 경인남길30번길 45-1,,2,,A05,A0502,A05020100,404047,39,2.00801E+13,http://tong.visitkorea.or.kr/cms/resource/29/401229_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/401229_image3_1.jpg,126.657048,37.45197017,6,2.02208E+13,3,032-872-2867,시골집,22207
922,인천광역시 서구 서곶로 468 시굴집,,2,,A05,A0502,A05020100,2845088,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/74/2845074_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2845074_image3_1.jpg,126.6778264,37.55930251,6,2.02208E+13,7,,시굴집,22706
923,인천광역시 미추홀구 인하로 126 학산소극장,,2,,A02,A0208,A02080200,2829118,15,2.02207E+13,http://tong.visitkorea.or.kr/cms/resource/14/2829114_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2829114_image3_1.jpg,126.6618921,37.44955943,6,2.02303E+13,3,032-866-3994,시민창작예술축제 <학산마당극'놀래'>,22211
924,"인천광역시 연수구 송도국제대로 123, 현대프리미엄아울렛 2층",,2,,A04,A0401,A04011000,2904024,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/92/2882692_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2882692_image3_1.jpg,126.6579998,37.38280322,6,2.02212E+13,8,,시슬리 현대송도,21984
925,인천광역시 남동구 인주대로 560,(구월동),2,,A05,A0502,A05020400,600619,39,2.00808E+13,http://tong.visitkorea.or.kr/cms/resource/55/1884855_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/1884855_image3_1.jpg,126.6991109,37.44989338,6,2.02301E+13,4,032-431-4008,시옌,21569
926,인천광역시 연수구 동곡재로 74-33,,2,,B02,B0201,B02011600,2950191,32,2.02302E+13,http://tong.visitkorea.or.kr/cms/resource/20/2948820_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2948820_image3_1.jpg,126.6698034,37.41496359,6,2.02304E+13,8,0507-1316-0120,시우재[한국관광 품질인증/Korea Quality],21963
927,인천광역시 연수구 컨벤시아대로 50 푸르지오월드마크,141호,2,,A05,A0502,A05020300,2906424,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/22/2906422_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2906422_image3_1.jpg,126.6516916,37.3977486,6,2.02211E+13,8,,시즈쿠,22001
928,인천광역시 연수구 청능대로 210,,2,,A04,A0401,A04011000,2923957,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/81/2882481_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2882481_image3_1.jpg,126.6836357,37.40605098,6,2.02211E+13,8,,시코르 스퀘어원,21975
929,인천광역시 미추홀구 경인로 469,,2,,A05,A0502,A05020100,2901277,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/74/2901274_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2901274_image3_1.jpg,126.6919807,37.45904775,6,2.02211E+13,3,,식객,22144
930,인천광역시 서구 면개포로 5,(석남동),2,,A04,A0401,A04010200,2765404,38,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/71/2784371_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2784371_image2_1.jpg,126.6727396,37.50362556,6,2.02304E+13,7,,신거북시장,22791
931,인천광역시 연수구 청량로106번길 17-5,,2,,A05,A0502,A05020100,2907403,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/62/2906962_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/62/2906962_image3_1.JPG,126.6558018,37.41808242,6,2.02211E+13,8,,신계동장어,21942
932,인천광역시 계양구 벌말로 608,,2,,A05,A0502,A05020100,2873396,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/80/2873380_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2873380_image3_1.jpg,126.7812386,37.58235444,6,2.0221E+13,2,,신교령사골순대국 본점,21009
933,인천광역시 옹진군 북도면 신도리 523-58,,2,0,A01,A0101,A01011400,2768099,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/12/2787912_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2787912_image2_1.jpg,126.4392856,37.51524788,6,2.02211E+13,9,,신도선착장,
934,인천광역시 옹진군 북도면 신도로 222,,2,,B02,B0201,B02010700,728929,32,2.00904E+13,,,126.434008,37.52587155,6,2.02302E+13,9,032-777-8212,신도펜션,23115
935,인천광역시 서구 길주로 39,(석남동),2,0,A02,A0202,A02020700,2767752,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/64/2784564_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/64/2784564_image2_1.png,126.6656206,37.5079166,6,2.0221E+13,7,,신석체육공원,22788
